Sr. No,Name of NPO,"Registration No,District (State)",Address,Sectors
458,PEOPLES EVOLUTION FEDERATION,"U85300JH2020NPL015501
EAST SINGHBUM (Jharkhand)","12, GANGOTRI COMPLEX, BARADWARI ENCLEVE, SAKCHI, JAMSHEDPUR, JAMSHEDPUR, EAST SINGHBUM (Jharkhand) - 831001",--
459,PHULA-JAMUNA EDUCATIONAL FOUNDATION,"U88900JH2025NPL024073
WEST SINGHBHUM (Jharkhand)","H NO 175, GUTUSAI, NEAR PRIMARY SCHOOL, Chaibasa, West Singhbhum, Chaibasa, Jharkhand, India, 833201, West Singhbhum, WEST SINGHBHUM (Jharkhand) - 833201",--
460,PHULDUNGRI HABITATS FOUNDATION,"U88900JH2023NPL021498
EAST SINGHBUM (Jharkhand)","KunjSwargachira,Betjharia,Dhalbhumgarh,Dhalbhum,Jamshedpur,East Singhbhum-832302,Jharkhand., Jamshedpur, EAST SINGHBUM (Jharkhand) - 832302",--
461,PITHORIA EDUCATIONAL FOUNDATION,"U74999JH2017NPL010107
RANCHI (Jharkhand)","C/O SHEKHAR KUMAR KESHARI MUHALLA PITHORIA RANCHI JHAKHAND INDIA 834006, RANCHI, RANCHI (Jharkhand) - 834006",--
462,PIXEL LEARN EDUCATION FOUNDATION,"U85500JH2023NPL021143
RANCHI (Jharkhand)","C/o Ibrar Hussain, Tiwari Tank Road, Hindpiri, Ranchi-834001, Jharkhand, Ranchi, RANCHI (Jharkhand) - 834001",--
463,Planet Education And Skill Development Pvt Ltd,"U80901MH2013PTC244298
DHANBAD (Jharkhand)","404, Vinayak Bhawan , Katras Road , Dhanabd, Dhanbad, DHANBAD (Jharkhand) - 826001",--
464,PORCHE FOUNDATION,"U80900JH2022NPL017978
RANCHI (Jharkhand)","C/O ASHUTOSH KUMAR ,PLOT NO 1950 ,FULKI BAGAN,SIMALIYA,KATHALMORE,RANCHI,JHARKHAND -835303, RANCHI, RANCHI (Jharkhand) - 835303",--
465,PRABAL SAHYOG FOUNDATION,"022168
CHATRA (Jharkhand)","C/O PRADEEP KR SHARMA, AT – DIBHA MUHALLA, CHATRA, JHARKHAND – 825401, CHATRA, CHATRA (Jharkhand) - 825401",--
466,PRABH SHUSRUTHA FOUNDATION.,"U88900JH2025NPL024209
RAMGARH (Jharkhand)","Kalinath Chowck, Gola, RAMGARH (Jharkhand) - 829110","Drinking Water, Health & Family Welfare, Nutrition"
467,PRABHUMUDRIKA FOUNDATION,"157558
HAZARIBAGH (Jharkhand)","123A, Pandit jee road near Shiv Kunj,, Hazaribagh, HAZARIBAGH (Jharkhand) - 825301",--
468,PRAKASH CAREER FOUNDATION,"U85300JH2022NPL018982
CHATRA (Jharkhand)","C/O - NAND KISHORE PODDAR,, HAZARIBAG ROAD, ITKHORI,, CHATRA, Chatra, Jharkhand, Chatra, CHATRA (Jharkhand) - 825408","Children, Education & Literacy"
469,PRAKRITI KAVACH FOUNDATION,"020793
HAZARIBAGH (Jharkhand)","C/o- Dinesh Kumar Yadav Pota Hazaribagh, Hazaribagh, HAZARIBAGH (Jharkhand) - 825301",--
470,PRANISHA WELFARE FOUNDATION,"024086
DEOGHAR (Jharkhand)","At- 62 Mile, Rana Nagar, Manikpur, Jasidih, Jasidih,, Deoghar, DEOGHAR (Jharkhand) - 814142","Animal Husbandry, Dairying & Fisheries, Civic Issues, Drinking Water, Education & Literacy, Food Processing, Health & Family Welfare, Housing, Human Rights, Water Resources, Women's Development & Empowerment"
471,PRASAD ANIMAL WELFARE FOUNDATION,"U96092JH2023NPL020503
EAST SINGHBUM (Jharkhand)","159, PADMA ROAD , TINPLATE BASTI, GOLMURI , EAST SINGHBHUM 831003, JHARKHAND, EAST SINGHBUM (Jharkhand) - 831003",--
472,PRAYAS BY AARYA FOUNDATION,"U85499JH2025NPL024878
RANCHI (Jharkhand)","SARSWATI VIDYA NIWAS, BEHIND DR SN YADAV, INFRONT ROAD OF SARSWATI APARTMENT, LOWER KARAMTOLI, PO- MORABADI, PS- LALPUR, RANCHI, Kanke, RANCHI (Jharkhand) - 834001","Education & Literacy, Health & Family Welfare"
473,PRAYATN SE PARIVARTAN FOUNDATION,"U85320JH2019NPL012643
RANCHI (Jharkhand)","C/O- LALMUNI ROY , VILLAGE- POCHRA , UPAR TOLA , RAMGARH , RANCHI, RANCHI, RANCHI (Jharkhand) - 829102",--
474,PRIAMSAN FOUNDATION,"RCHP03873C
RANCHI (Jharkhand)","482/D, Mandir Marg , Ashok Nagar , Ranchi , Jharkhand, 834002, Namkum, RANCHI (Jharkhand) - 834002","Aged/Elderly, Agriculture, Animal Husbandry, Dairying & Fisheries, Disaster Management, Education & Literacy, Environment & Forests, Human Rights, Labour & Employment, Legal Awareness & Aid, Micro Small & Medium Enterprises, Minority Issues, New & Renewable Energy, Rural Development & Poverty Alleviation, Skill Development, Vocational Training, Water Resources, Women's Development & Empowerment"
475,PRICELESS PEARL FOUNDATION,"U80902JH2021NPL016125
RANCHI (Jharkhand)","Bharti Bhawan , Opposite Don Bosco school , Bharamtoli , Bariatu, Ranchi, Ranchi, RANCHI (Jharkhand) - 834009",--
476,PRIYASHIKA - THE FOUNDATION OF NEW HOPE,"U88900JH2024NPL023415
RANCHI (Jharkhand)","Flat 1A Arvind Apartment, Near Sahjanand Chowk, Harmu Housing Colony., Ranchi,, Jharkhand, RANCHI (Jharkhand) - 834002",--
477,PRSS-THE COLOUR OF SUCCESS FOUNDATION,"U93190JH2023NPL021410
EAST SINGHBUM (Jharkhand)","HOME O-4376 ZONE NO.-1B, LNEAR LAXMI NURSING ZONE EAST SINGHBHUM ,EAST SINGHBHUM 831019 JHARKHAND, Baharagora, EAST SINGHBUM (Jharkhand) - 831019","Art & Culture, Education & Literacy, Health & Family Welfare, Rural Development & Poverty Alleviation, Skill Development, Sports, Vocational Training, Youth Affairs"
478,PSKILL TRAININGAND EDU FOUNDATION,"U85499JH2023NPL021641
DHANBAD (Jharkhand)","BSNL Exchange office, Baliapur, Dhanbad, DHANBAD (Jharkhand) - 828201",--
479,PUNARBHAV FOUNDATION,"U88900JH2024NPL023314
RANCHI (Jharkhand)","Om Prakash Nagar, Road No. 19, Basargarh, Hatia, Ranchi834003, Jharkhand, Ranchi, RANCHI (Jharkhand) - 834003",--
480,PURNARTHA EDUCATIONAL FOUNDATION,"U85306JH2025NPL025161
RANCHI (Jharkhand)","FLAT-502, GANGA 5, TRIVENIPURAM APARTMENT, Buti, Ranchi, Ranchi, Jharkhand, India, 835217, Ormanjhi, RANCHI (Jharkhand) - 835217","Education & Literacy, Information & Communication Technology, Legal Awareness & Aid, Right to Information & Advocacy, Science & Technology, Scientific & Industrial Research, Skill Development, Vocational Training, Women's Development & Empowerment, Youth Affairs"
481,QASWA INDIA FOUNDATION,"U85300JH2021NPL017038
RANCHI (Jharkhand)","FLAT NO 5 4B SRISYED ALIYAVILLA JAMIYA NAGAR KADRU RANCHI, RANCHI, RANCHI (Jharkhand) - 834002",--
482,QUEEN CAREER FOUNDATION,"U88100JH2025NPL023954
RANCHI (Jharkhand)","QUEEN CAREER FOUNDATION KAMRE ASHRAM ROAD ,NEAR, DAV SHIKSHA DEEP SCHOOL, Ratu, Ratu, Ranchi- 835222, Jharkhand, Ratu, RANCHI (Jharkhand) - 835222","Dalit Upliftment, Differently Abled, Education & Literacy, Labour & Employment, Skill Development"
483,RABI SHANKAR GURUKUL FOUNDATION,"U85212JH2023NPL020932
GODDA (Jharkhand)","RABI SHANKAR GURUKUL FOUNDATION S/O RAVISHANKAR PRASAD,HO NO-42, F6, PUNASIYA, Godda College,Godda,Godda-814133,Jharkhand, Godda, GODDA (Jharkhand) - 814133",--
484,RABIYA TECHNICAL INSTITUE & PLACEMENTS COUNCIL,"U80900JH2018NPL012192
EAST SINGHBUM (Jharkhand)","AT-MANZAR KAZMI CHOWK, PO- AZADNAGAR, NEAR KHANKA, JAMSEDPUR, East Singhbhum, Jharkhand, 832110, Golmuri-Cum-Jugsalai, EAST SINGHBUM (Jharkhand) - 832110","Art & Culture, Education & Literacy"
485,RADHA KRISHNA BANDANA TEMPLE DEVELOPMENT FOUNDATION,"U85109JH2024NPL022660
RANCHI (Jharkhand)","QUARTER NO. 202 LS TOWER1, NEAR LE-LACK HOTEL LINE, Lalpur (Ranchi), Ranchi, Ranchi- 834001, Jharkhand, RANCHI, RANCHI (Jharkhand) - 834001",--
486,RADHANAGAR UDHWA FARMER PRODUCER COMPANY LIMITED,"U01409JH2021PTC017208
SAHEBGANJ (Jharkhand)","At-Mirnagar,Radhanagar,Udhwa, Sahibganj, SAHEBGANJ (Jharkhand) - 816101",--
487,RADHE KRISHN FOUNDETION TRUST,"021/CHAT/2191/BK4/45
CHATRA (Jharkhand)","DARGAHI BISNAPUR, PO- BICHKILA PS- ANCHAL, PRATAPPUR CHATRA, Jharkhand-JH, CHATRA, CHATRA (Jharkhand) - 825404",--
488,RAHIMAN FOUNDATION,"U88900JH2024NPL021922
RANCHI (Jharkhand)","Tank Road, Hindpiri, Ranchi, Ranchi, RANCHI (Jharkhand) - 834001",--
489,RAJPUT YOUTH FOUNDATION,"020773
HAZARIBAGH (Jharkhand)","C/O GAUTAM SINGH, SIYARKONI, CHOUPARAN, HAZARIBAG, JHARKHAND825406, CHOUPARAN, HAZARIBAGH (Jharkhand) - 825406",--
490,RAJRAPPA CHARITABLE FOUNDATION,"U88900JH2023NPL020415
RANCHI (Jharkhand)","RANI BAGAN, Bariatu, Ranchi, Ranchi 834009., Ranchi, RANCHI (Jharkhand) - 834009",--
491,RAKHO-HARI SHANTI FOUNDATION,"U85300JH2021NPL016130
DHANBAD (Jharkhand)","C/O RAJESH GORAI, KANDRA PO MOTINAGAR HET KANDRA, DHANBAD Dhanbad Jharkhand 828120, DHANBAD, DHANBAD (Jharkhand) - 828120",--
492,RAMAN&#039;S WAY FOUNDATION,"U88900JH2025NPL023989
RANCHI (Jharkhand)","C/O LAKSHMI DEVI, EKTA NGR, OBERIYA ROAD CHANDNICHOWK, HATIA RANCHI, JHARKHAND 834003, HATIA, RANCHI (Jharkhand) - 834003",--
493,RAMAWATI WELFARE FOUNDATION,"U85300JH2020NPL014438
EAST SINGHBUM (Jharkhand)","C/o Rita Devi , W/O.AWADHESH PD.VERMA, VIDYAPATI NGR ,CHH, Jamshedpur, Purba Singhbhum, Jharkhand, India, 831015, JAMSHEDPUR, EAST SINGHBUM (Jharkhand) - 831015",--
494,RAMBHAKT SEWA DAL FOUNDATION,"U88900JH2024NPL023592
PAKUR (Jharkhand)","H.NO-105A, P.S DIST PAKUR, KYC-B/PAKUR JHARKHAND, 816107,, PAKUR, PAKUR (Jharkhand) - 816107",--
495,RANCHI CANCER CARE FOUNDATION,"U85100JH2019NPL012612
RANCHI (Jharkhand)","231/B, Road No. 2, Ashok Nagar, Ranchi, Jharkhand- 834002, India, Ranchi, RANCHI (Jharkhand) - 834002",--
496,RANCHI CLUB LTD,"20AAACR7751E1ZR
RANCHI (Jharkhand)","RANCHI CLUB LTD. MAIN ROAD,RANCHI, RANCHI, RANCHI (Jharkhand) - 834001",--
497,RANCHI DOOR OF LIFE FOUNDATION,"U88100JH2024NPL022603
RANCHI (Jharkhand)","Ranchi Door of Life Foundation Patra Toli, Gali Number 03 Kanke, Ranchi 834006, Ranchi, RANCHI (Jharkhand) - 834006",--
498,ranchi Mukti Foundation,"U86909JH2023NPL021208
RANCHI (Jharkhand)","C/O Richa Ruma Kerketta, First Mark Up Road , Manju Colony , Road No -2, Bariyatu , Ranchi , Jharkhand, Kanke, RANCHI (Jharkhand) - 834009","Civic Issues, Health & Family Welfare"
499,RANIKHAWA BRIGHT FUTURE ACADEMY FOUNDATION,"025319
GIRIDIH (Jharkhand)","C/O Haru Rana, Vill - Suggasar, Ranikhawa,, Giridih, GIRIDIH (Jharkhand) - 815316","Agriculture, Animal Husbandry, Dairying & Fisheries, Animal Welfare, Art & Culture, Children, Drinking Water, Environment & Forests, Food Processing, Health & Family Welfare, Human Rights, Rural Development & Poverty Alleviation, Skill Development, Urban Development & Poverty Alleviation, Water Resources, Women's Development & Empowerment, Youth Affairs"
500,RAYDHAN MAHALAKSHMI FOUNDATION,"P88900JH2025NPL025332
RANCHI (Jharkhand)","PLOT NO-5209, DEEPATOLI, SAIL CITY ROAD NO-2,Jagarnath Nagar Colony,, Ratu, RANCHI (Jharkhand) - 834004","Aged/Elderly, Agriculture, Animal Husbandry, Dairying & Fisheries, Animal Welfare, Art & Culture, Civic Issues, Dalit Upliftment, Differently Abled, Disaster Management, Education & Literacy, Environment & Forests, Food Processing, Health & Family Welfare, Human Rights, Information & Communication Technology, Labour & Employment, Legal Awareness & Aid, Micro Finance (SHGs), Micro Small & Medium Enterprises, Minority Issues, Panchayati Raj, Prisoner's Issues, Religious, Right to Information & Advocacy, Scientific & Industrial Research, Skill Development, Sports, Tourism"
501,RBM CONSTECH,"U45201JH2011NPL015003
GODDA (Jharkhand)","RBM CONS TECH RAMPUR, MALINI GODDA, 814133, GODDA, GODDA (Jharkhand) - 814133",--
502,REGAN TRIBAL EDUCATION FOUNDATION,"U85500JH2023NPL020756
DEOGHAR (Jharkhand)","C/O Rezwan Reza Khan,EKHLAQUE HUSSAIN, BHERWA, MADHUPUR, DEOGHAR (Jharkhand) - 815353",--
503,REGIONAL ASSOCIATION OF NAVODAYANS GUMLA,"U85500JH2025NPL024052
RANCHI (Jharkhand)","MANKI DHIPA SILWAI, NEAR GAUTAM BUDDHA SCHOOL, Tatisilway, Angara, Ranchi, Jharkhand, Angara, RANCHI (Jharkhand) - 835103","Children, Dalit Upliftment, Education & Literacy, Human Rights, Legal Awareness & Aid, Right to Information & Advocacy"
504,RESAWKH EDUCATION SERVICE FOUNDATION,"U85499JH2023NPL021262
GARHWA (Jharkhand)","C/O UDAY SAW KARSO BORI KARSO RANKA RAJ GARHWA, GARHWA, GARHWA (Jharkhand) - 822125",--
505,REVOLUTIONARY YOUTH FOUNDATION,"U85300JH2020NPL015365
RAMGARH (Jharkhand)","C/O SONALI DEVI, W/O. GANESH KR GHANSI, ATC.I.C. BASTI, RAMGARH, HAZARIBAGH, RAMGARH, Hazaribagh, Jharkhand, India, 829103, Ramgarh, RAMGARH (Jharkhand) - 829103",--
506,REXLER WELFARE FOUNDATION,"022884
DHANBAD (Jharkhand)","C/O AJEET KUMAR, SUBHASH NAGAR, GOMOH , Dhanbad, DHANBAD (Jharkhand) - 828401",--
507,Rights First Foundation,"U85300JH2022NPL018178
GARHWA (Jharkhand)","CHINIYA ROAD, PIPRA KALA, GARHWA, RANCHI, GARHWA (Jharkhand) - 822114",--
508,RIGVEDA FOUNDATION,"U85490JH2025NPL024824
RANCHI (Jharkhand)","AMRAWATI COLONY, Chutia, Ranchi, Ranchi- 834001, Jharkhand, Namkum, RANCHI (Jharkhand) - 834001","Aged/Elderly, Agriculture, Animal Husbandry, Dairying & Fisheries, Animal Welfare, Art & Culture, Biotechnology, Children, Civic Issues, Dalit Upliftment, Differently Abled, Disaster Management, Drinking Water, Education & Literacy, Environment & Forests, Food Processing, Health & Family Welfare, HIV/AIDS, Housing, Human Rights, Information & Communication Technology, Labour & Employment, Land Resources, Legal Awareness & Aid, Micro Finance (SHGs), Micro Small & Medium Enterprises, Minority Issues, New & Renewable Energy, Nutrition, Panchayati Raj, Prisoner's Issues, Religious, Right to Information & Advocacy, Rural Development & Poverty Alleviation, Science & Technology, Scientific & Industrial Research, Skill Development, Sports, Tourism, Tribal Affairs, Urban Development & Poverty Alleviation, Vocational Training, Water Resources, Women's Development & Empowerment, Youth Affairs"
509,Risenarise Foundation,"U85320JH2019NPL013590
RANCHI (Jharkhand)","House No. H-89, Harmu Housing Colony,, Near Kartik Oraon Chowk, Harmu, Ranchi, RANCHI (Jharkhand) - 834002",--
510,RISING PEOPLE FOUNDATION,"U88900JH2025NPL025232
HAZARIBAGH (Jharkhand)","585 00 KUTUMSUKRI, Ichak, Ichak, Hazaribag- 825402, Jharkhand, Hazaribag, HAZARIBAGH (Jharkhand) - 825402","Aged/Elderly, Agriculture, Animal Husbandry, Dairying & Fisheries, Animal Welfare, Art & Culture, Biotechnology, Children, Civic Issues, Dalit Upliftment, Differently Abled, Disaster Management, Drinking Water, Education & Literacy, Environment & Forests, Food Processing, Health & Family Welfare, Housing, Human Rights, Information & Communication Technology, Labour & Employment, Land Resources, Legal Awareness & Aid, Micro Finance (SHGs), Micro Small & Medium Enterprises, Minority Issues, New & Renewable Energy, Nutrition, Panchayati Raj, Prisoner's Issues, Religious, Right to Information & Advocacy, Rural Development & Poverty Alleviation, Science & Technology, Scientific & Industrial Research, Skill Development, Sports, Tourism, Tribal Affairs, Urban Development & Poverty Alleviation, Vocational Training, Water Resources, Women's Development & Empowerment, Youth Affairs"
511,RKY SOCIAL CARE FOUNDATION,"021780
LATEHAR (Jharkhand)","C/o Rajiv Prasad, Main Rd, Pani Tanki , Chandandih, Latehar Hsgii, Latehar, Latehar- 829206, Jharkhand, Latehar, LATEHAR (Jharkhand) - 829206",--
512,ROCLEN FOUNDATION,"022038
PALAMU (Jharkhand)","S/O Krishna Baraik, Vill, Loharshi, P.SPipratand, Loharsi,, Panki, PALAMU (Jharkhand) - 822122",--
513,ROSHANPATHWAY TO DIGNITY FOUNDATION,"024933
RAMGARH (Jharkhand)","C/O ASHISH KUMAR, CHOKAD, Maganpur, Ramgarh,Gola, Jharkhand, India, 829110, Gola, RAMGARH (Jharkhand) - 829110","Agriculture, Animal Welfare, Art & Culture, Children, Dalit Upliftment, Drinking Water, Food Processing, Health & Family Welfare, Human Rights, Religious, Skill Development, Sports, Tourism, Water Resources, Women's Development & Empowerment, Youth Affairs"
514,ROUTE2HYGIENE WELFARE FOUNDATION,"U88900JH2024NPL022001
BOKARO (Jharkhand)","C/O DEVCHAND MAHTO, AT-TELO, POST-TELO MADHYA TELO, BOKARO, BOKARO (Jharkhand) - 828403",--
515,RUKMANI WELFARE FOUNDATION,"U88900JH2025NPL024461
RAMGARH (Jharkhand)","C/O GOLPUR RANCHI ROAD, SAHYOGI NAGAR 829117,Bharechnagar, Ramgarh, Ramgarh, Jharkhand, India, 829117, Ramgarh, RAMGARH (Jharkhand) - 829117","Agriculture, Children, Education & Literacy, Right to Information & Advocacy, Rural Development & Poverty Alleviation, Skill Development, Urban Development & Poverty Alleviation, Women's Development & Empowerment"
516,Rural Development and Social Welfare Association,"03-09149 OF 1999-2000
DEOGHAR (Jharkhand)","Hathi Pahar Road, Near Chowdhari Rice Mill, Baidyanthpur,B.Deoghar-814112, Dist-Deoghar, Jharkhand, Deoghar, DEOGHAR (Jharkhand) - 814112",--
517,S.G.R.S FOUNDATION,"021486
RANCHI (Jharkhand)","2ND FLOOR 5 SITA COMPOND, SRI MOHAN BUILDING, Ranchi G.P.O., Ranchi, Ranchi- 834001, Jharkhand, RANCHI, RANCHI (Jharkhand) - 834001",--
518,SADGI SOCIAL FOUNDATION,"U85300JH2020NPL014271
DEOGHAR (Jharkhand)","SO UMESH PRASAD SAH ANAND KUTIR ASHARAM KESHAN ROAD NEAR SUBHASH CHOWK CASTAIRS TOWN DEOGHAR JHARKHAND 814112, Deoghar, DEOGHAR (Jharkhand) - 814112",--
519,SADHYATA FOUNDATION,"U88900JH2023NPL021038
RANCHI (Jharkhand)","301, PANCHWATI PLAZA, KUTCHERY ROAD, RANCHI, RANCHI, RANCHI (Jharkhand) - 834001",--
520,SAGEN SAKAM FOUNDATION,"U85300JH2025NPL024577
DUMKA (Jharkhand)","C/o SUSHIL TUDU, VILL-DIGHI, TELIYACHAK, Dumka, Dumka, Dumka- 814101, Jharkhand, Dumka, DUMKA (Jharkhand) - 814101","Children, Civic Issues, Differently Abled, Drinking Water, Education & Literacy, Environment & Forests, Health & Family Welfare, Housing, Labour & Employment, Nutrition, Rural Development & Poverty Alleviation, Skill Development, Sports, Tribal Affairs, Urban Development & Poverty Alleviation, Vocational Training, Water Resources, Women's Development & Empowerment, Youth Affairs"
521,SAHAJ SAMVEDANA FOUNDATION,"U88900JH2024NPL021872
RANCHI (Jharkhand)","DHAWAN NAGAR NEAR KIDZEE KANKE ROAD CHANDNI CHOWK KANKE ROAD RANCHI, RANCHI, RANCHI (Jharkhand) - 834008",--
522,SAHAYTA EK SAHYOG FOUNDATION,"U85300JH2022NPL018768
RANCHI (Jharkhand)","C/O M.K. SINGH, GANGA NAGAR, SONA APARTT, KISHORGA, HARMU RANCHI, JHARKHAND834002 INDIA, HARMU, RANCHI (Jharkhand) - 834002",--
523,Sahej Janlok Kalyan jagriti forum,"U85300JH2020NPL015213
SARAIKELA KHARSAWAN (Jharkhand)","H.NO-3, BEHIND GOPAL OILS MILLS, CHOTA GAMHARIA SERAIKELA, KHARSAWAN, SERAIKELA SERAIKELA Seraikela, Seraikela, SARAIKELA KHARSAWAN (Jharkhand) - 832108",--
524,SAHJEEVI WELFARE FOUNDATION,"U88900JH2024NPL021956
BOKARO (Jharkhand)","C/O A K M,SANGJORI VILL-, BHAWANIPUR SIDE POST CHAS, Chas (Bokaro), Bokaro, Bokaro, Jharkhand, India, 827013, Bokaro, BOKARO (Jharkhand) - 827013",--
525,SAHYOGSANATAN JANKALYAN FOUNDATION,"024775
RANCHI (Jharkhand)","CO SURESH DAS NEW COLONY POKHAR TALLA Mihijam Jamtara Jamtara 815354 Jharkhand, Angara, RANCHI (Jharkhand) - 815354","Aged/Elderly, Education & Literacy, Human Rights"
526,SAINI MANAWATA VIKAS SEWA FOUNDATION,"U88900JH2024NPL023594
CHATRA (Jharkhand)","C/O JAYDEEP KUMAR, MALI, AT ? BIND MOHALLA, CHATRA, Chatra Bazar, Chatra, Chatra, Jharkhand, India, 825401, CHATRA, CHATRA (Jharkhand) - 825401",--
527,SAIRAM SOCIAL WELFARE INTERNATIONAL FOUNDATION,"U88900JH2024NPL022553
DHANBAD (Jharkhand)","SAHAJANAND NAGAR BARMASIA, DHANBAD, DHANBAD (Jharkhand) - 826001",--
528,SAKCHANAM FOUNDATION,"U88900JH2023NPL020685
EAST SINGHBUM (Jharkhand)","ZONE NO 1B, BIRSANAGAR,P.O. AND P.S. BIRSANAGAR,East Singhbhum,East Singhbhum,East, Golmuri-Cum-Jugsalai, EAST SINGHBUM (Jharkhand) - 831019","Agriculture, Animal Welfare, Education & Literacy, Environment & Forests, Women's Development & Empowerment"
529,SAKHUAA SANSKRITI ASSOCIATION,"U85420JH2025NPL025136
RANCHI (Jharkhand)","102, Ragini Villa, Sarhul, Nagar, Near DIG Ground, Bariatu, Ranchi, Ranchi- 834009, Jharkhand, Kanke, RANCHI (Jharkhand) - 834009","Education & Literacy, Rural Development & Poverty Alleviation, Tribal Affairs"
530,SAKHUWA FOUNDATION,"017116
RANCHI (Jharkhand)","01,Ranchi, Jharkhand 834008, India, CMPDI Complex, Gandhi Nagar, Kanke Road, Ranchi- 834008, Jharkhand, India, Kanke, RANCHI (Jharkhand) - 834008","Skill Development, Vocational Training, Youth Affairs"
531,SAKSHAMJANN FOUNDATION,"U85300JH2021NPL016349
RANCHI (Jharkhand)","SHRI NILAY, KILBURN COLONY, HINOO, RANCHI, RANCHI, RANCHI (Jharkhand) - 834002",--
532,SALIENCE FOUNDATION,"U92419JH2022NPL018350
RANCHI (Jharkhand)","C/O Abhimanyu Mahto, Taw, Bundu, Ranchi, RANCHI (Jharkhand) - 835204",--
533,samadhan healthcare & education welfare foundation,"U88100JH2025NPL025486
DHANBAD (Jharkhand)","UPPER KULHI SINDRI ROAD JHARNA JHARIA S.O-DHANBAD JHARKHAND, Jharia-Cum-Jorapokhar-Cum-Sindri, DHANBAD (Jharkhand) - 828111","Aged/Elderly, Civic Issues, Dalit Upliftment, Differently Abled, Disaster Management, Education & Literacy, Environment & Forests, Health & Family Welfare, Human Rights, Land Resources, Legal Awareness & Aid, Rural Development & Poverty Alleviation, Skill Development, Sports, Tribal Affairs, Vocational Training, Women's Development & Empowerment"
534,SAMAJIK HAR GHAR KHUSHIYAN WELFARE FOUNDATION,"U88100JH2025NPL024289
RANCHI (Jharkhand)","WARD NO-20 BUCHAR GALI,MAHABIR CHOCK UPPER BAZAR,RANCHI G.P.O.,RANCHI,JHARKHAND,INDIA,834001, Ratu, RANCHI (Jharkhand) - 834001","Children, Education & Literacy, Environment & Forests, Labour & Employment, Micro Small & Medium Enterprises, Rural Development & Poverty Alleviation, Urban Development & Poverty Alleviation, Vocational Training, Women's Development & Empowerment"
535,SAMARTHAYA SWACHH FOUNDATION,"U85190JH2022NPL018498
PALAMU (Jharkhand)","SAMARTHAYA SWACHH FOUNDATION C/o Pushpa Devi near ITI Ranchi Road,, Redma ward No. 26 Palamu, Daltonganj, Palamu, Jharkhand, India, 822101, Medininagar(Daltonganj), PALAMU (Jharkhand) - 822101","Education & Literacy, Environment & Forests, Labour & Employment, Micro Small & Medium Enterprises, Skill Development"
536,Sambhara Jyoti Foundation,"U88900JH2025NPL025068
EAST SINGHBUM (Jharkhand)","C/O- LAXMI TUDU, BAGHURIYA, GALUDIH, KESHARPUR, DHALBHUM, JAMSHEDPUR, EAST SINGHBHUM, Ghatshila, EAST SINGHBUM (Jharkhand) - 832304","Art & Culture, Children, Education & Literacy, Environment & Forests, Panchayati Raj, Rural Development & Poverty Alleviation, Skill Development, Tribal Affairs, Women's Development & Empowerment, Youth Affairs"
537,SAMPURNA SHRISTI MICRO SERVICE ASSOCIATION,"024413
GIRIDIH (Jharkhand)","C/O MAMTA MANDAL, RAJDHANWAR ROAD, Suriya, GIRIDIH (Jharkhand) - 825320","Education & Literacy, Environment & Forests, Food Processing, Housing, Human Rights, Micro Finance (SHGs), Micro Small & Medium Enterprises"
538,SAMRIDDH SWASTHYA FOUNDATION,"U88100JH2025NPL023744
RANCHI (Jharkhand)","SAMRIDDH SWASTHYA FOUNDATION M-4 HARMU, HOUSING COLONY, Ranchi, Ranchi, Ranchi- 834012, Jharkhand, RANCHI, RANCHI (Jharkhand) - 834012",--
