Sr. No,Name of NPO,"Registration No,District (State)",Address,Sectors
810,KRITANJALI EDUCATION AND HEALTH TECHNOLOGY COUNCIL,"U88900BR2024NPL069153
BANKA (Bihar)","C/O SARITA DEVI ABHAY KUM, AR SINGH VILL KURMA, Shambhuganj, Banka, Shambhuganj, Bihar, India, 813211, BANKA, BANKA (Bihar) - 813211",--
811,KRITIKA JAN SEWA FOUNDATION,"U86909BR2025NPL073866
MUZAFFARPUR (Bihar)","VILL, SHEKHPURA BLOCK MUSAHRI, Sheikhpur, Mushahari, Muzaffarpur Bihar- 842002, Muzaffarpur, MUZAFFARPUR (Bihar) - 842002",--
812,KRITIKA TRAINING CENTRE PHYSICAL ACADEMY FOUNDATION,"U85500BR2025NPL076080
AURANGABAD (Bihar)","C/o Kundan Kumar, Anjan, Madanpur aurangabad bh, Aurangabad bh, Madanpur, Bihar, India, 824208., Aurangabad, AURANGABAD (Bihar) - 824028","Aged/Elderly, Agriculture, Animal Husbandry, Dairying & Fisheries, Animal Welfare, Children, Differently Abled, Disaster Management, Drinking Water, Education & Literacy, Environment & Forests, Food Processing, Human Rights, Information & Communication Technology, Labour & Employment, Land Resources, Minority Issues, New & Renewable Energy, Nutrition, Panchayati Raj, Prisoner's Issues, Religious, Right to Information & Advocacy, Rural Development & Poverty Alleviation, Skill Development, Sports, Tourism, Tribal Affairs, Urban Development & Poverty Alleviation, Vocational Training, Water Resources, Women's Development & Empowerment, Youth Affairs"
813,KRTITV FOUNDATION,"U88900BR2024NPL068603
PATNA (Bihar)","B-50, Sushila Niwash P, Patna, PATNA (Bihar) - 800002",--
814,KSAUNI FOUNDATION,"U88900BR2023NPL066402
VAISHALI (Bihar)","C/O SHEEVA DEVI, VILLAGEKARIHAN, MAHUWA, VAISHALI-844122, BIHAR, HAJIPUR, VAISHALI (Bihar) - 844122",--
815,KSKP EDUCATIONAL FOUNDATION,"069377
PURNIA (Bihar)","C/O KUMAR SATYAM, RAMBHUMI CHOWK MADHUBANI,, Purnea, PURNIA (Bihar) - 854301",--
816,KSRR FOUNDATION,"U80101BR2021NPL054162
PURBI CHAMPARAN (Bihar)","Village Bajitpur post bajitpur ps Madhuban east champaran Bihar, Motihari, PURBI CHAMPARAN (Bihar) - 845420",--
817,KUAR RAM DEV EDUCATIONAL FOUNDATION,"U85500BR2023NPL066390
SARAN (Bihar)","C/o Asha Devi, 27/1057, BRAHMPUR, Bhagwan Bazar, Chapra, CHAPRA, SARAN (Bihar) - 841301",--
818,KULHWA WELFARE ASSOCIATION,"U88900BR2024NPL072522
BUXAR (Bihar)","C/O AKHILESH KUMAR SINGH, VILL KULHAWA, PS DUMRAON, Barki Basauri, Dumraon, Buxar- 802119, Bihar, Dumraon, BUXAR (Bihar) - 802119",--
819,KUMAR EMPIRE FOUNDATION,"U85491BR2024NPL067084
BEGUSARAI (Bihar)","JANKI NIWAS TRAFFIC CHOWK CITY, BEGUSARAI, BEGUSARAI (Bihar) - 851101",--
820,KUMARYA FOUNDATION,"U85221BR2024NPL067146
MADHUBANI (Bihar)","C/O NARAYAN JHA, KASIAM, TOLA-KASIAM, PANCHBALIA, Behat Goth, Jhanjharpur, Madhubani- 847403, Bihar, Madhubani, MADHUBANI (Bihar) - 847403",--
821,KUNDKESHWAR FOUNDATION,"U86909BR2023NPL065050
VAISHALI (Bihar)","C/O GANESH THAKUR VILLAGE RAMPUR RATNAKAR, GORAUL, GORAUL, VAISHALI (Bihar) - 844116",--
822,KURARIYAR GYAN SAROVAR FOUNDATION,"U85500BR2024NPL072065
SARAN (Bihar)","C/O NAGANDAR DHAMI, VILL/TOLA-PARMANANDPUR, Sonepur R.S, Chapra, Saran- 841101, Bihar, CHAPRA, SARAN (Bihar) - 841101",--
823,KUSAJ EDUSERVE PRIVATE LIMITED,"U80900BR2018PTC036850
MADHUBANI (Bihar)","C/O- KUSHESHWAR DAS, AT- SINGRAHI, P.O.- LAUKAHI, P.S.- LAUKAHI, DIST- MADHUBANI, MADHUBANI, MADHUBANI (Bihar) - 847108",--
824,KUSHAHAR SOCIAL WELFARE FEDERATION,"U88900BR2023NPL062107
SHEOHAR (Bihar)","C/o Pramod Kumar, Kushahar, Tariyani, Kushahar, SHEOHAR (Bihar) - 843329",--
825,KUSHAL SHIKSHA EVAM SWASTHYA FOUNDATION,"U65999BR2018PLC038875
SARAN (Bihar)","C/o Amar Kumar Sah, Opp. Morton Gate, Laxmi Complex Main Road, Marhowrah, PO Marhowrah Chapra Saran BR 841418, CHAPRA, SARAN (Bihar) - 841418",--
826,KUSHGRAM VILLAGE INDUSTRIES FOUNDATION,"044439
GOPALGANJ (Bihar)","IMILIYA MANJHA POST OFFICE GANESH ASTHAN MANJHA PHULWARIYA, Gopalganj, PHULWARIYA, Bihar, India, 841436, Gopalganj, GOPALGANJ (Bihar) - 841436",--
827,KVA VIDYA FOUNDATION,"U85500BR2025NPL074285
MUZAFFARPUR (Bihar)","C/O VIDYA DEVI, DAMODARPUR, TOLA-DAMODAR, BLOCK-KANTI, MUZAFFARPUR, 843113., Kanti, MUZAFFARPUR (Bihar) - 843113","Aged/Elderly, Children, Differently Abled, Drinking Water, Education & Literacy, Health & Family Welfare, Rural Development & Poverty Alleviation, Urban Development & Poverty Alleviation, Women's Development & Empowerment"
828,KYCKAMAL YUVA CLUB FOUNDATION,"058873
MADHUBANI (Bihar)","C/O PANKAJ KUMAR JHA, VILL-BALIA, TOLA-, BALIA, PANCH-GANGULI. BLOCK-BENIPATTI, MADHUBANI, MADHUBANI (Bihar) - 847223",--
829,LA TAHZAN FOUNDATION,"U85500BR2025NPL073476
SITAMARHI (Bihar)","C/O-MAZDA KHATUN ,VILL-MAISAHA,TOLA-IKDANDI,PANCH-PARIHAR UTTARI,BLOCK-PARIHAR,DIST-SITAMARHI, Parihar, SITAMARHI (Bihar) - 843324","Education & Literacy, Health & Family Welfare"
830,LACHHIRAM BRAHAMBABA SARVADHARMA MAJDDOR ASHRAM FOUNDATION,"U85500BR2025NPL074518
ROHTAS (Bihar)","MALTI DEVI DHARMAGAT PARASI Karup Itwa Rohtas Karakat, Akorhi Gola, ROHTAS (Bihar) - 802214","Agriculture, Art & Culture, Drinking Water, Education & Literacy, Environment & Forests, Food Processing, Health & Family Welfare, Human Rights, Labour & Employment, Skill Development"
831,LAGANDEV WELFARE FOUNDATION,"069400
PATNA (Bihar)","C/O RAM PERVESH PD, OPP. POLICE COLONY, Anisabad , PATNA, PATNA (Bihar) - 800002",--
832,lajnaal-falah educational and social welfare foundation,"U85499BR2025NPL074707
PASHCHIM CHAMPARAN (Bihar)","CO- SAGIR AHMAD, 39,253, DHUMNAGAR, WARD NO. 01, NARKAIAGANJ, BETTIAH, WEST CHAMPARAN- 845455, Narkatiaganj, PASHCHIM CHAMPARAN (Bihar) - 845455","Aged/Elderly, Agriculture, Animal Husbandry, Dairying & Fisheries, Animal Welfare, Art & Culture, Biotechnology, Children, Civic Issues, Dalit Upliftment, Differently Abled, Disaster Management, Drinking Water, Education & Literacy, Environment & Forests, Food Processing, Health & Family Welfare, HIV/AIDS, Housing, Human Rights, Information & Communication Technology, Labour & Employment, Land Resources, Legal Awareness & Aid, Micro Finance (SHGs), Micro Small & Medium Enterprises, Minority Issues, New & Renewable Energy, Nutrition, Panchayati Raj, Prisoner's Issues, Religious, Right to Information & Advocacy, Rural Development & Poverty Alleviation, Science & Technology, Scientific & Industrial Research, Skill Development, Sports, Tourism, Tribal Affairs, Urban Development & Poverty Alleviation, Vocational Training, Water Resources, Women's Development & Empowerment, Youth Affairs"
833,LAKHRAJRADHIKA INDIA PVT LTD,"U74999BR2018PTC038793
SARAN (Bihar)","PURVI RAUJA, CHAPRA, SARAN, CHAPRA, SARAN (Bihar) - 841301",--
834,LALITA SMALL SELF HELP FORUM,"U88900BR2023NPL064452
SAMASTIPUR (Bihar)","WARD NO.-10, RUPAULI CHAUSIMA, PATORY SAMASTIPUR, BIHAR-848504, SAMASTIPUR, SAMASTIPUR (Bihar) - 848504",--
835,LALLY EMPOWERMENT FOUNDATION,"U85300BR2021NPL053783
GAYA (Bihar)","Agrawal house nawagarhi gayatrighat, Gaya, GAYA (Bihar) - 823001",--
836,LALMATI VIDYAVISTAR WELFARE FOUNDATION,"U88900BR2024NPL072662
SIWAN (Bihar)","C/O JAIPRAKASH SINGH,VILL- SURWAL,TOLA- SURWAL,Zeradei, SIWAN, SIWAN (Bihar) - 841245",--
837,LATARAJ FOUNDATION,"U80903BR2022NPL059178
PATNA (Bihar)","FLAT NO. 203, BLOCK A ,VRINDAVAN APARTMENT, HANUMAN NAGAR PATNA Patna , Bihar , PATNA, PATNA (Bihar) - 800020",--
838,Late Rajesh Singh Foundation,"U80904BR2017NPL036597
GAYA (Bihar)","ROAD NO 14, VEER KUNWAR SINGH COLONY, NEAR MEDICAL COLLEGE GAYA-823001 (BIHAR), GAYA, GAYA (Bihar) - 823001","Agriculture, Animal Husbandry, Dairying & Fisheries, Animal Welfare, Children, Dalit Upliftment, Drinking Water, Education & Literacy, Legal Awareness & Aid, Nutrition, Rural Development & Poverty Alleviation, Skill Development"
839,LIFE JUNCTION FOUNDATION,"U85320BR2019NPL044582
PATNA (Bihar)","Basement of 3-S.F.A. 1/36, H.I.G. FLATS, BAHADURPUR HOUSING COLONY, BHOOTNATH ROAD, PATNA, PATNA (Bihar) - 800026",--
840,LIFEGAURD FOUNDATION,"U85500BR2024NPL070245
MUZAFFARPUR (Bihar)","C/ORAVI KUMAR SHAHI ATPONARIYAR VIAKANTI DISTMUZAFFARPUR BIHAR-843109, MUZAFFARPUR, MUZAFFARPUR (Bihar) - 843109",--
841,LITLIFE INDIA FOUNDATION,"U85300BR2022NPL061114
PATNA (Bihar)","LITLIFE INDIA FOUNDATION C/O SHIVBACHAN MAHTO, AT- RASULPUR,, BARDARI, MANER,, PATNA, Patna, Bihar, India, 801108, PATNA, PATNA (Bihar) - 801108",--
842,LIVVEY WINGS FOUNDATION,"056602
PATNA (Bihar)","C/O SMT RANI SINHA W/O SRI DEEPAK SINGH, SOUTH MANDIRI, NEW CAPITAL, Patna, PATNA, Bihar, India, 800001, patna, PATNA (Bihar) - 800001","Art & Culture, Children, Differently Abled, Education & Literacy, Nutrition, Skill Development, Women's Development & Empowerment"
843,LIZAANDNANS FOUNDATION,"U85300BR2021NPL052491
PASHCHIM CHAMPARAN (Bihar)","C/O, DR. MD. RASHID AZIM, SABUNI ROAD RAMNAGAR, WEST CHAMPARAN, BETTIAH, WEST CHAMPARAN, BIHAR, BIHAR, 845106 IN, WEST CHAMPARAN, PASHCHIM CHAMPARAN (Bihar) - 845103",--
844,LK EDUCATIONAL AND WELFARE FOUNDATION,"U85300BR2020NPL046786
MUZAFFARPUR (Bihar)","VILL .YAJUAR MADHYA .WARD.5.PS.KATRA .district.MUZFFARPUR 843321, MUZFFARPUR, MUZAFFARPUR (Bihar) - 843321",--
845,LOCUS EDUCATIONAL SOCIAL WELFARE FOUNDATION,"U85101BR2023NPL064597
PASHCHIM CHAMPARAN (Bihar)","NH-727, bettiah valmiki nagar rd Inglishia, Pashchim Champaran, PASHCHIM CHAMPARAN (Bihar) - 845453",--
846,LOGOS RURAL DEVELOPMENT FOUNDATION,"U85300BR2020NPL047190
GOPALGANJ (Bihar)","vill, Gopalganj, GOPALGANJ (Bihar) - 841503",--
847,Lokesh And Sohan Welfare Foundation,"U80900BR2016NPL031970
SAMASTIPUR (Bihar)","Sonsa, Singhia, Samastipur, Bihar,India 848209, Samastipur, SAMASTIPUR (Bihar)",--
848,LOKHIT KALYAN FOUNDATION,"070606
PATNA (Bihar)","C/O MRS RITA JHA, MITHILANCHAL HOUSE,NEAR KILA ROAD,PATLIPUTRA ACADEMY, Sampatchak, PATNA (Bihar) - 800008","Education & Literacy, Vocational Training"
849,LOKJAGARN FOUNDATION,"U85300BR2020NPL048778
PATNA (Bihar)","C/O SRI PANKAJ KUMAR MUKUL, EAST ABHIYANTA NAGAR, ASHINA, KHAJPURA PATNA, PATNA, PATNA (Bihar) - 800014",--
850,LOKKAAJ FOUNDATION,"U88900BR2023NPL063514
BEGUSARAI (Bihar)","C/o Gauri Shankar Singh, ATPO : Bikrampur, District : Begusarai, Bihar PIN 851132, Begusarai, BEGUSARAI (Bihar) - 851132",--
851,Lokpragati Foundation,"U85300BR2021NPL050800
MUZAFFARPUR (Bihar)","PANCH-BHIKHANPURA,VILL TOLA- RASULPUR, SAIDPUR BAZID, , BLOCK- MUSAHRI,, MUZAFFARPUR, Muzaffarpur, MUZAFFARPUR (Bihar) - 842004",--
852,LOOK SMART JUSTICE AND WELFARE ORGANIZATION,"U85300BR2022NPL059310
SARAN (Bihar)","C/o Ranjana Singh, Naya Zantola Chapra, Saran-841301, Chapra, SARAN (Bihar) - 841301",--
853,LOVELY CREATION WORLD FOUNDATION,"U85300BR2022NPL058917
GOPALGANJ (Bihar)","HANUMA GADI SAREYA WARD NO-11, GOPALGANJ, GOPALGANJ (Bihar) - 841428",--
854,LUV KUSH EDUCATION & WELFARE TRUST,"22231
KATIHAR (Bihar)","C/O SATISH CHANDRA MANDAL WARD NO-25 KHANKA DIST- KATIHAR-854105, Katihar, KATIHAR (Bihar) - 854105","Education & Literacy, Health & Family Welfare"
855,M ILYAS HUSSAIN FOUNDATION,"U85500BR2024NPL072099
MUZAFFARPUR (Bihar)","C/o Md. Shamshad, Dholi, Muzaffarpur, Sakra, Bihar, India, 843105., MUZAFFARPUR, MUZAFFARPUR (Bihar) - 843105",--
856,M K ADITYA FOUNDATION,"U85500BR2024NPL071637
PATNA (Bihar)","C/O MANORAMA DEVI,1363,VAISHALI COLONY,MANOHARPUR,RAM KRISHNA NAGAR,SAMPATCHAK,PATNA-800027,BIHAR, PATNA, PATNA (Bihar) - 800027",--
857,M K GROW FOUNDATION,"U85420BR2023NPL064609
KISHANGANJ (Bihar)","Chhattargachh Bhotathana road near Jama Masjid Chhattargachh Kishanganj Bihar, KISHANGANJ, KISHANGANJ (Bihar) - 855117",--
858,M S SOCIAL WELFARE FOUNDATION,"054980
SAMASTIPUR (Bihar)","SAIJULLAH MD. WALUILBH VILL SALAHA TOLA SALAHA PANCH SALAHA BUJURG BITHAN Samastipur BR 848207 IN, Samastipur, SAMASTIPUR (Bihar) - 848207",--
859,MAA ANANDI FOUNDATION,"133201
BHAGALPUR (Bihar)","Priyasoni ; sikandarpur,near Kali Mandir; Mirjanhat; Bhagalpur;Bihar;, bhagalpur, BHAGALPUR (Bihar) - 812005",--
860,MAA BASANTI DEVI FOUNDATION,"U85300BR2021NPL051794
JEHANABAD (Bihar)","Bund Vihar Colony, 119 Erki Balchand Nagar Jehanabad Court Jehanabad Bihar India-804408, Jehanabad, JEHANABAD (Bihar) - 804408",--
861,MAA BHAWANI SOCIAL CARE FOUNDATION,"U85500BR2025NPL073109
BUXAR (Bihar)","C/O SHRI CHAND GUPTA, 1/168, MAIN ROAD BUXAR, Buxar, Buxar, Buxar- 802101, Bihar, BUXAR, BUXAR (Bihar) - 802101","Aged/Elderly, Agriculture, Animal Husbandry, Dairying & Fisheries, Animal Welfare, Children, Differently Abled, Disaster Management, Drinking Water, Education & Literacy, Environment & Forests, Food Processing, Health & Family Welfare, Housing, Human Rights, Information & Communication Technology, Micro Finance (SHGs), Micro Small & Medium Enterprises, Minority Issues, New & Renewable Energy, Nutrition, Panchayati Raj, Prisoner's Issues, Religious, Right to Information & Advocacy, Rural Development & Poverty Alleviation, Skill Development, Sports, Tourism, Tribal Affairs, Urban Development & Poverty Alleviation, Vocational Training, Water Resources, Women's Development & Empowerment, Youth Affairs"
862,MAA CHABBI WELFARE FOUNDATION,"U88900BR2025NPL075522
GAYA (Bihar)","C/o15 NEAR DEVI ASTHAN, SIDHRTH PURI COLONY, Manpur, Manpur, Gaya- 823003, Bihar, Manpur, GAYA (Bihar) - 823003","Aged/Elderly, Art & Culture, Children, Civic Issues, Dalit Upliftment, Drinking Water, Education & Literacy, Health & Family Welfare, Human Rights, Labour & Employment, Legal Awareness & Aid, Prisoner's Issues, Religious, Right to Information & Advocacy"
863,MAA JAGDAMBA AAROGYA FOUNDATION,"U86900BR2023NPL066376
PATNA (Bihar)","AADARSH NAGAR, ROAD NO-02, Phulwarisharif, Patna Sadar, Patna- 801505, Bihar, PATNA, PATNA (Bihar) - 801505",--
864,MAA KALAWATI DEVELOPMENT FOUNDATION,"U80900BR2016NPL026347
AURANGABAD (Bihar)","At:-Veer Kunwar Singh Path, New Area, M.G. Road, Aurangabad (Bihar) 824101, Aurangabad, AURANGABAD (Bihar) - 824101",--
865,MAA RENU DEVI FOUNDATION,"U85300BR2022NPL057473
BHAGALPUR (Bihar)","1st Floor, House No. 232, Kanjhiya Road, Kanjhiya, Nathnagar. Bhagalpur, Bihar, India, 812006, BHAGALPUR, BHAGALPUR (Bihar) - 812006",--
866,MAA SANTOSHI SEVA SANSTHAN,"U80900BR2022NPL059369
PATNA (Bihar)","C/O KAUSHLENDRA PANDEY VILL POST KONDI PS PANDARAK PATNA Patna BR 803214, patana, PATNA (Bihar) - 803214",--
867,MAA SHAILA FOUNDATION,"U88100BR2024NPL067921
KHAGARIA (Bihar)","GOGRI JAMALPUR KHAGARIA BIHAR, GOGRI, KHAGARIA (Bihar) - 851203",--
868,MAA TARA UJJAWAL FOUNDATION,"U85306BR2024NPL067034
PURBI CHAMPARAN (Bihar)","C/O- DWARIKA YADAV,NONEYA, KACHAHARI TOLA, Nonia, Motihari, East Champaran- 845422, Bihar, Harsidhi, PURBI CHAMPARAN (Bihar) - 845422","Agriculture, Animal Husbandry, Dairying & Fisheries, Art & Culture, Children, Disaster Management, Drinking Water, Education & Literacy, Food Processing, Health & Family Welfare, Information & Communication Technology, Labour & Employment"
869,MAAMEERA AASHRAM FOUNDATION,"U88900BR2024NPL067117
PURBI CHAMPARAN (Bihar)","NIRDOSH KUMAR, VAYA, RAMGARHWA, SINGASANI, RAXAUL, EAST CHAMPARAN, BIHAR- 845433, CHAMPARAN, PURBI CHAMPARAN (Bihar) - 845433",--
870,MAANAV KALYAAN SEVA ASSOCIATION,"U85310BR2020NPL045294
PASHCHIM CHAMPARAN (Bihar)","NATHUNI SHAH, VILLAGE PAKRI TOLA, PAKRI PANCH SABEYA BLOCK RAMNAGAR WEST CHAMPARAN, BIHAR 845103, Pashchim Champaran, PASHCHIM CHAMPARAN (Bihar) - 845103",--
871,MAAPARVATI AND BABULAL FOUNDATION,"067294
MUZAFFARPUR (Bihar)","18P25, WARD 18, Beside of Deepak Construction Build, Kanti, Muzaffarpur,Bihar-843109 India, Kanti, MUZAFFARPUR (Bihar) - 843109",--
872,MAARJAN FOUNDATION,"U92412BR2021NPL055486
PATNA (Bihar)","C/O SUMIT SINGH, BUDHA COLONY MAIN ROAD, NEAR HDFC ATM PATNA PATNA BIHAR 800001 INDIA, PATNA, PATNA (Bihar) - 800001",--
873,MAATARACHANDI WELFARE FOUNDATION,"077293
ROHTAS (Bihar)","101, Motel Highway Inn, Nh2, Tarachandi Mandir, Sasaram, Sasaram, ROHTAS (Bihar) - 821115","Aged/Elderly, Agriculture, Animal Husbandry, Dairying & Fisheries, Animal Welfare, Civic Issues, Disaster Management, Drinking Water, Food Processing, Health & Family Welfare, Human Rights, Skill Development, Sports"
874,MACAC FOUNDATION,"U88900BR2023NPL066021
PURBI CHAMPARAN (Bihar)","C/O SRI.HARENDER PD SINGH, BHAGYA NARAYAN THAKURROAD, Motihari, Motihari, East Champaran- 845401, Bihar, MOTIHARI, PURBI CHAMPARAN (Bihar) - 845401",--
875,MADAD KE HAATH FOUNDATION,"U85300BR2020NPL046301
PATNA (Bihar)","Block A 202, Myrah residency , Mahesh Nagar, Phulwari, PATNA (Bihar) - 800024","Art & Culture, Children, Education & Literacy, Environment & Forests, Health & Family Welfare, Rural Development & Poverty Alleviation, Urban Development & Poverty Alleviation, Women's Development & Empowerment"
876,MADARSA GHAUSIA MOINIA KANZUL ULOOM,"26
MADHUBANI (Bihar)","vill kaithahi po kaithahi ps rajnagar,madhubani, Madhubani, MADHUBANI (Bihar) - 847236",Education & Literacy
877,MADARSA ISLAMIA ABDULBARIBHAWAN FOUNDATION,"U85500BR2025NPL075209
PATNA (Bihar)","SANICHRA MORE,AMBEDKAR COLONY,PO MAHENDRU,SULTANGANJ,PATNA-800006, Sampatchak, PATNA (Bihar) - 800006","Education & Literacy, Minority Issues"
878,Madheshiya mahila vikas foundation,"U88100BR2023NPL065938
SIWAN (Bihar)","Nautan, Nautan, SIWAN (Bihar) - 841243",Women's Development & Empowerment
879,MADHUBANI SPORTS FOUNDATION,"U88900BR2023NPL065049
MADHUBANI (Bihar)","MADHUBANI SPORTS FOUNDATION S/O GIRIWAR DHARI DUTT ,BHORAHA, CHAKDAH NAVTOLI,Madhubani,Madhubani,Madhubani-847211,Bihar, Madhubani, MADHUBANI (Bihar) - 847211",--
880,MADHUBANIFOLK PAINTING PRODUCER COMPANY LIMITED,"U01100BR2021PTC050421
MADHUBANI (Bihar)","C/O Chandrprakash Jha, H no-112, Vill Tola, Panchi Madanpur Block Lakhnaur, madhubani, Madhubani, Bihar, India, 847403, Madhubani, MADHUBANI (Bihar) - 847403",--
881,MADHYAMANTRA FOUNDATION,"U85499BR2025NPL073654
MADHUBANI (Bihar)","C/O NAVEEN KUMAR MURARKA ,KIRTAN BHAVAN ROAD ,WARD NO.18 ,MADHUBANI BIHAR 847211, Madhubani, MADHUBANI (Bihar) - 847211","Children, Education & Literacy, Health & Family Welfare, Human Rights, Labour & Employment, Rural Development & Poverty Alleviation, Women's Development & Empowerment, Youth Affairs"
882,MAHABAL ORGANIC AGRO FOUNDATION,"U85190BR2022NPL059179
JAMUI (Bihar)","PANCH-GAURA, TOLA-GHODPADAR BLOCK- LAKSHMIPUR GAURA, JAMUI, BIHAR-811312, LAXMIPUR, JAMUI (Bihar) - 811312",--
883,Mahabodhi Buddhist philosophy development and conservation Foundation,"U85100BR2922NPL058824
GAYA (Bihar)","Mahabodhi Buddhist philosophy development and conservation Foundation 298 moh buddhanagar , bodhgaya Dist- gaya biharIndia 824231, BODHAGAYA, GAYA (Bihar) - 824231",--
884,MAHAKAAL SEVA YOUTH FOUNDATION,"051725
PATNA (Bihar)","RANIPUR, KHIRKI, CITY , PATNA CITY, PATNA, PATNA (Bihar) - 800008",--
885,MAHAMANA MALAVIYA WELFARE FOUNDATION,"U88900BR2023NPL063289
PATNA (Bihar)","C/O HARI DAYAL SINGH, A-0, KHAJPURA, ASHIANANAGAR, PHULWARI, PATNA 800025, Phulwari, PATNA (Bihar) - 800025",Education & Literacy
886,MAHANATI MICRO CARE FOUNDATION,"U85300BR2023NPL061692
MUZAFFARPUR (Bihar)","C/o Ram nath prasad, shabazpur salem Musahri Muzaffarpur BR 842001, Muzaffarpur, MUZAFFARPUR (Bihar) - 842001",--
887,MAHARISHI ARUNI FOUNDATION,"U86900BR2024NPL071548
NAWADA (Bihar)","C/O Babita Devi,Nardiganj, Near Vardhman School, Nawada, Nawada, Nawada- 805109, Bihar, Nawada, NAWADA (Bihar) - 805109",--
888,MAHAVIR BAJRANG SOCIAL WELFARE FOUNDATION,"U88100BR2024NPL069367
NAWADA (Bihar)","C/O Nilam Kumari, K K, Marbal Ke Samne, Sahajpur, Kadirganj, Nawada, Nawada- 805104, Bihar, Nawada, NAWADA (Bihar) - 805104",--
889,MAHMOOD ALAM SOCIAL WELFARE FOUNDATION,"074948
SIWAN (Bihar)","C/O NIGAR FATMA WARD 4, DS1 ARANDA, MAIN ROAD NH, ARANDA, Siwan, SIWAN (Bihar) - 841236","Art & Culture, Education & Literacy, Health & Family Welfare, Information & Communication Technology, Right to Information & Advocacy, Women's Development & Empowerment"
890,MAHROR FOUNDATION,"U85300BR2022NPL060551
PATNA (Bihar)","C/O Alakh NR Singh, Mahadeo Asthan Maner Patna, Patna, PATNA (Bihar) - 801108",--
891,Mainstream school for Autism and special Care Foundation,"U85300BR2019NPL044522
PATNA (Bihar)","H.No.- 18C, Basawan Park, S.K Puri,Patna, Bihar, Patna, PATNA (Bihar) - 800001",--
892,MAITHILI KALYAN FEDERATION,"U96091DL2023NPL419350
SUPAUL (Bihar)","Ward No 12, Near B.S.N.l Tawer, Triveniganj, Latauna, Supaul, SUPAUL (Bihar) - 852139",--
893,MAITHILI LINGUISTICS RESEARCH COUNCIL,"U85420BR2025NPL074536
DARBHANGA (Bihar)","Maithili Bhasha Sodh Parishad C/O Anju Devi, Jalwar, Po- Kamrauli, Darbhanga - 847428 Bihar, India, Darbhanga, DARBHANGA (Bihar) - 847428","Art & Culture, Disaster Management, Education & Literacy, Health & Family Welfare, Information & Communication Technology, Legal Awareness & Aid, Nutrition, Skill Development, Sports, Tourism, Vocational Training, Water Resources, Youth Affairs"
894,MAJIVIKA FOUNDATION,"U85490BR2024NPL067017
BUXAR (Bihar)","C/O SRIDEV MISHRA, COLLEGE GATE, CHARITRAVAN, Buxar, Bihar, India, 802101, BUXAR, BUXAR (Bihar) - 802101",--
895,MAKAIAAM FED FARMER PRODUCER COMPANY LIMITED,"U01611BR2023PTC064686
PURNIA (Bihar)","Villageorlaha , BlockBarhara Kothi , Purnea, Purnia, PURNIA (Bihar) - 854203",--
896,MANGALAM AASHISH FOUNDATION,"U88900BR2025NPL073003
SIWAN (Bihar)","C/o Guddi Devi Village Rasid Chak, Chapia Bujurg Siwan, Siwan, SIWAN (Bihar) - 841226",--
897,MANGALMAY MICRO FINANCE,"U65992BR2013NPL020853
BUXAR (Bihar)","HOUSE NO5A VILL.BECHAINPURWA PO.AKHAKURIPUR GOLA, DISTT:BUXAR, BUXAR802114, Bihar, INDIA, Buxar, BUXAR (Bihar) - 802114",--
